,qid,order,query,bm25.map
7066,INEX_XER-127,tagmee.topn3.replace,Germans,0.0001
7067,INEX_XER-127,anchor.topn3,german female politicians ℛℳ reichsmark militari u mut,0.0
7068,INEX_XER-127,anchor.topn3.replace,ℛℳ reichsmark militari u mut female politicians,0.0
7069,INEX_XER-127,bertqe.topn10.bm25,movement politician live peopl panhellen,0.0
7070,INEX_XER-127,bertqe.topn10.qld,astronom object discov pgc,0.0
7071,INEX_XER-127,conceptnet.topn3,german female politicians a language daughter girl dress field questions run for president Washington D C,0.0
7072,INEX_XER-127,conceptnet.topn3.replace,a language daughter girl dress field questions run for president Washington D C,0.0
7073,INEX_XER-127,glove.topn3.replace,germany austrian male woman legislators leaders,0.0
7074,INEX_XER-127,relevancefeedback.topn10.qld,german female politicians trianguli auriga carolina reson galaxi asteroid star,0.0
7075,INEX_XER-127,stem.paicehusk,germ fem polit,0.0
7076,INEX_XER-127,stem.trunc4,germ fema poli,0.0
7077,INEX_XER-127,stem.trunc5,germa femal polit,0.0
7078,INEX_XER-127,wiki.topn3.replace,ethnigroups germany german people poles germans,0.0
7079,INEX_XER-127,word2vec.topn3.replace,french germany male politicans politicos,0.0
7080,INEX_XER-128,-1,Bond girls,0.3435
7081,INEX_XER-128,bt_bing_arabic,Bond Girls,0.3435
7082,INEX_XER-128,bt_bing_chinese_simplified,Bond Girl,0.3435
7083,INEX_XER-128,bt_bing_german,Bond Girl,0.3435
7084,INEX_XER-128,bt_bing_korean,Bond Girl,0.3435
7085,INEX_XER-128,bt_bing_malay,Bonding girl,0.3435
7086,INEX_XER-128,bt_bing_russian,Bond Girls,0.3435
7087,INEX_XER-128,bt_bing_swahili,Bond Girls,0.3435
7088,INEX_XER-128,bt_bing_tamil,Bond Girls,0.3435
7089,INEX_XER-128,bt_nllb_arabic,The Bond girls,0.3435
7090,INEX_XER-128,bt_nllb_german,The Bond girls,0.3435
7091,INEX_XER-128,bt_nllb_korean,The bond girls,0.3435
7092,INEX_XER-128,bt_nllb_malay,The Bond girls,0.3435
7093,INEX_XER-128,bt_nllb_swahili,The Bond Girls,0.3435
7094,INEX_XER-128,bt_nllb_tamil,bond girls,0.3435
7095,INEX_XER-128,conceptluster.topn5.3.bm25,bond girls,0.3435
7096,INEX_XER-128,conceptluster.topn5.3.qld,bond girls,0.3435
7097,INEX_XER-128,docluster.topn10.3.bm25,bond girls,0.3435
7098,INEX_XER-128,docluster.topn10.3.qld,bond girls,0.3435
7099,INEX_XER-128,original,Bond girls,0.3435
7100,INEX_XER-128,rm3.topn10.10.0.5.bm25,Bond girls,0.3435
7101,INEX_XER-128,rm3.topn10.10.0.5.qld,Bond girls,0.3435
7102,INEX_XER-128,stem.krovetz,bond girl,0.3435
7103,INEX_XER-128,stem.paicehusk,bond girl,0.3435
7104,INEX_XER-128,stem.porter,bond girl,0.3435
7105,INEX_XER-128,stem.porter2,bond girl,0.3435
7106,INEX_XER-128,stem.sstemmer,bond girl,0.3435
7107,INEX_XER-128,stem.trunc4,bond girl,0.3435
7108,INEX_XER-128,stem.trunc5,bond girls,0.3435
7109,INEX_XER-128,tagmee.topn3,bond girls,0.3435
7110,INEX_XER-128,termluster.topn5.3.bm25,bond girls,0.3435
7111,INEX_XER-128,termluster.topn5.3.qld,bond girls,0.3435
7112,INEX_XER-128,thesaurus.topn3,bond girls,0.3435
7113,INEX_XER-128,thesaurus.topn3.replace,bond girls,0.3435
7114,INEX_XER-128,wiki.topn3,bond girls,0.3435
7115,INEX_XER-128,relevancefeedback.topn10.bm25,bond girls jane film iran kill andromeda star asteroid injuri,0.0561
7116,INEX_XER-128,relevancefeedback.topn10.qld,bond girls jane star iran girl altjira andromeda,0.0539
7117,INEX_XER-128,conceptnet.topn3,bond girls noncallable bond doll dress,0.0454
7118,INEX_XER-128,word2vec.topn3,bond girls boys,0.0198
7119,INEX_XER-128,wordnet.topn3,bond girls chemical bond adhesiveness adherence young woman little girl fille,0.0067
7120,INEX_XER-128,sensedisambiguation,Bond shackle girls girlfriend,0.0049
7121,INEX_XER-128,glove.topn3,bond girls yields boys,0.0048
7122,INEX_XER-128,bt_bing_french,James Bond s Daughters,0.0035
7123,INEX_XER-128,word2vec.topn3.replace,bond boys,0.0012
7124,INEX_XER-128,wordnet.topn3.replace,hold fast bond certificate shackle daughter young lady little girl,0.0011
7125,INEX_XER-128,anchor.topn3,bond girls center electron deosingh,0.0
7126,INEX_XER-128,anchor.topn3.replace,center electron deosingh girls,0.0
7127,INEX_XER-128,bertqe.topn10.bm25,relatedentitynam colin teagu seri list,0.0
7128,INEX_XER-128,bertqe.topn10.qld,untitl orion ent orion slave,0.0
7129,INEX_XER-128,bt_bing_persian,Gang Girls,0.0
7130,INEX_XER-128,bt_nllb_chinese_yue,The creditors,0.0
7131,INEX_XER-128,bt_nllb_french,The girls of the scholarship,0.0
7132,INEX_XER-128,bt_nllb_persian,The bandy girls,0.0
7133,INEX_XER-128,bt_nllb_russian,Girls close,0.0
7134,INEX_XER-128,conceptnet.topn3.replace,noncallable bond doll dress,0.0
7135,INEX_XER-128,glove.topn3.replace,yields boys,0.0
7136,INEX_XER-128,sensedisambiguation.replace,shackle girlfriend,0.0
7137,INEX_XER-128,stem.lovins,bons girl,0.0
7138,INEX_XER-128,tagmee.topn3.replace,,0.0
7139,INEX_XER-128,wiki.topn3.replace,,0.0
7140,INEX_XER-129,-1,Science fiction book written in the 1980,0.0016
7141,INEX_XER-129,rm3.topn10.10.0.5.bm25,Science fiction book written in the 1980,0.1285
7142,INEX_XER-129,rm3.topn10.10.0.5.qld,Science fiction book written in the 1980,0.1285
7143,INEX_XER-129,wiki.topn3,science fiction book written science fiction genres science fiction speculative fiction science fiction books publishing documents book vocabulary symbol narrative writing,0.0089
7144,INEX_XER-129,wiki.topn3.replace,science fiction genres science fiction speculative fiction science fiction books publishing documents book vocabulary symbol narrative writing,0.0066
7145,INEX_XER-129,bertqe.topn10.bm25,categori professor shonku book,0.0041
7146,INEX_XER-129,tagmee.topn3,science fiction book written Science fiction Book Writing,0.0025
7147,INEX_XER-129,bt_bing_swahili,Science fiction novels published in,0.0021
7148,INEX_XER-129,bt_bing_arabic,Science fiction book written in,0.0016
7149,INEX_XER-129,bt_bing_malay,Science fiction book written in,0.0016
7150,INEX_XER-129,bt_bing_persian,Science fiction book written in,0.0016
7151,INEX_XER-129,bt_bing_russian,A science fiction book written in,0.0016
7152,INEX_XER-129,bt_nllb_malay,A science fiction book written in,0.0016
7153,INEX_XER-129,docluster.topn10.3.bm25,science fiction book written in the,0.0016
7154,INEX_XER-129,docluster.topn10.3.qld,science fiction book written in the,0.0016
7155,INEX_XER-129,original,Science fiction book written in the,0.0016
7156,INEX_XER-129,stem.krovetz,science fiction book written in the,0.0016
7157,INEX_XER-129,stem.porter,scienc fiction book written in the,0.0016
7158,INEX_XER-129,stem.porter2,scienc fiction book written in the,0.0016
7159,INEX_XER-129,stem.sstemmer,science fiction book written in the,0.0016
7160,INEX_XER-129,termluster.topn5.3.bm25,science fiction book written,0.0016
7161,INEX_XER-129,termluster.topn5.3.qld,science fiction book written,0.0016
7162,INEX_XER-129,thesaurus.topn3,science fiction book written,0.0016
7163,INEX_XER-129,thesaurus.topn3.replace,science fiction book written,0.0016
7164,INEX_XER-129,bertqe.topn10.qld,fiction novel postapocalypt novel john,0.0011
7165,INEX_XER-129,bt_bing_chinese_simplified,The science fiction novel was written in,0.0008
7166,INEX_XER-129,bt_bing_korean,Science fiction novel written in,0.0008
7167,INEX_XER-129,conceptluster.topn5.3.bm25,science fiction book written book writing,0.0008
7168,INEX_XER-129,conceptluster.topn5.3.qld,science fiction book written book writing,0.0008
7169,INEX_XER-129,glove.topn3,science fiction book written scientific novels novel author wrote writing,0.0008
7170,INEX_XER-129,wordnet.topn3,science fiction book written scientific discipline skill fable fabrication account book record Quran write compose indite,0.0008
7171,INEX_XER-129,anchor.topn3,science fiction book written fenju fiction fantasi monthly books 楚武穆王 feriwala chini sarniento,0.0003
7172,INEX_XER-129,conceptnet.topn3,science fiction book written middle earth story page reading Books letter paper,0.0003
7173,INEX_XER-129,tagmee.topn3.replace,Science fiction Book Writing,0.0003
7174,INEX_XER-129,relevancefeedback.topn10.bm25,science fiction book written in the novel comic american animorph star time shonku,0.0002
7175,INEX_XER-129,sensedisambiguation,Science skill fiction book script written publish in the,0.0002
7176,INEX_XER-129,anchor.topn3.replace,science fenju fiction fantasi monthly books 楚武穆王 feriwala chini sarniento,0.0
7177,INEX_XER-129,bt_bing_french,Science fiction book written in the s,0.0
7178,INEX_XER-129,bt_bing_german,Science fiction book from the s,0.0
7179,INEX_XER-129,bt_bing_tamil,A sci fi book written in,0.0
7180,INEX_XER-129,bt_nllb_arabic,A science fiction book written in the s,0.0
7181,INEX_XER-129,bt_nllb_chinese_yue,Science fiction in the s,0.0
7182,INEX_XER-129,bt_nllb_french,A science fiction book written in the s,0.0
7183,INEX_XER-129,bt_nllb_german,A science fiction book from the s,0.0
7184,INEX_XER-129,bt_nllb_korean,A science fiction book written in the s,0.0
7185,INEX_XER-129,bt_nllb_persian,A science fiction book written in the s,0.0
7186,INEX_XER-129,bt_nllb_russian,Science fiction written in the s,0.0
7187,INEX_XER-129,bt_nllb_swahili,A science fiction book written in the s,0.0
7188,INEX_XER-129,bt_nllb_tamil,A science fiction book written in the s,0.0
7189,INEX_XER-129,conceptnet.topn3.replace,science middle earth story page reading Books letter paper,0.0
7190,INEX_XER-129,glove.topn3.replace,scientific novels novel author wrote writing,0.0
7191,INEX_XER-129,relevancefeedback.topn10.qld,science fiction book written in the comic novel star best,0.0
7192,INEX_XER-129,sensedisambiguation.replace,skill fiction script publish in the,0.0
7193,INEX_XER-129,stem.lovins,sci fict book writ in th,0.0
7194,INEX_XER-129,stem.paicehusk,scy fict book writ in the,0.0
7195,INEX_XER-129,stem.trunc4,scie fict book writ in the,0.0
7196,INEX_XER-129,stem.trunc5,scien ficti book writt in the,0.0
7197,INEX_XER-129,word2vec.topn3,science fiction book written scientific non fiction nonfiction author memoir writen wrote spoken,0.0
7198,INEX_XER-129,word2vec.topn3.replace,scientific non fiction nonfiction author memoir writen wrote spoken,0.0
7199,INEX_XER-129,wordnet.topn3.replace,scientific discipline skill fabrication fable Scripture Good Book scripted save publish,0.0
7200,INEX_XER-130,-1,Star Trek Captains,0.3279
7201,INEX_XER-130,bt_bing_arabic,Star Trek Captain,0.3279
7202,INEX_XER-130,bt_bing_chinese_simplified,Captain Star Trek,0.3279
7203,INEX_XER-130,bt_bing_french,Star Trek Captains,0.3279
7204,INEX_XER-130,bt_bing_german,Star Trek Captains,0.3279
7205,INEX_XER-130,bt_bing_korean,Star Trek Captain,0.3279
7206,INEX_XER-130,bt_bing_malay,Captain Star Trek,0.3279
7207,INEX_XER-130,bt_bing_persian,Captain Star Trek,0.3279
7208,INEX_XER-130,bt_bing_russian,Star Trek Captains,0.3279
7209,INEX_XER-130,bt_bing_swahili,Star Trek captains,0.3279
7210,INEX_XER-130,bt_bing_tamil,Star Trek Captains,0.3279
7211,INEX_XER-130,bt_nllb_french,Captain of Star Trek,0.3279
7212,INEX_XER-130,bt_nllb_german,Captain of Star Trek,0.3279
7213,INEX_XER-130,bt_nllb_malay,Captain of the Star Trek,0.3279
7214,INEX_XER-130,bt_nllb_persian,The Captains of Star Trek,0.3279
7215,INEX_XER-130,bt_nllb_russian,Captain of the Star Trek,0.3279
7216,INEX_XER-130,bt_nllb_swahili,Star Trek Captains,0.3279
7217,INEX_XER-130,bt_nllb_tamil,The Captain of Star Trek,0.3279
7218,INEX_XER-130,docluster.topn10.3.bm25,star trek captains,0.3279
7219,INEX_XER-130,docluster.topn10.3.qld,star trek captains,0.3279
7220,INEX_XER-130,original,Star Trek Captains,0.3279
7221,INEX_XER-130,rm3.topn10.10.0.5.bm25,Star Trek Captains,0.3279
7222,INEX_XER-130,rm3.topn10.10.0.5.qld,Star Trek Captains,0.3279
7223,INEX_XER-130,stem.krovetz,star trek captain,0.3279
7224,INEX_XER-130,stem.lovins,star trek captain,0.3279
7225,INEX_XER-130,stem.paicehusk,star trek captain,0.3279
7226,INEX_XER-130,stem.porter,star trek captain,0.3279
7227,INEX_XER-130,stem.porter2,star trek captain,0.3279
7228,INEX_XER-130,stem.sstemmer,star trek captain,0.3279
7229,INEX_XER-130,termluster.topn5.3.bm25,star trek captains,0.3279
7230,INEX_XER-130,termluster.topn5.3.qld,star trek captains,0.3279
7231,INEX_XER-130,thesaurus.topn3,star trek captains,0.3279
7232,INEX_XER-130,thesaurus.topn3.replace,star trek captains,0.3279
7233,INEX_XER-130,tagmee.topn3,star trek captains Star Trek The Captains film,0.3202
7234,INEX_XER-130,conceptluster.topn5.3.bm25,star trek captains captains film,0.2917
7235,INEX_XER-130,conceptluster.topn5.3.qld,star trek captains captains film,0.2917
7236,INEX_XER-130,tagmee.topn3.replace,Star Trek The Captains film,0.2905
7237,INEX_XER-130,wiki.topn3,star trek captains star trek space fiction star trek original series star trek star trek renegades extremrisk star trek voyager star trek thnext generation season captains film,0.1619
7238,INEX_XER-130,bt_nllb_korean,Star Trek captain please,0.1607
7239,INEX_XER-130,bt_nllb_chinese_yue,Captain of the Star Trek team,0.1499
7240,INEX_XER-130,wiki.topn3.replace,star trek space fiction star trek original series star trek star trek renegades extremrisk star trek voyager star trek thnext generation season captains film,0.13
7241,INEX_XER-130,anchor.topn3,star trek captains relka horua triudom roykirk chess star kolrami,0.1159
7242,INEX_XER-130,sensedisambiguation,Star star topology Trek Captains master,0.1107
7243,INEX_XER-130,wordnet.topn3,star trek captains principal sensation maitre d sea captain,0.0793
7244,INEX_XER-130,relevancefeedback.topn10.qld,star trek captains game enterpris episod,0.0604
7245,INEX_XER-130,word2vec.topn3,star trek captains superstar pointed journey lieutenants,0.0523
7246,INEX_XER-130,relevancefeedback.topn10.bm25,star trek captains game episod film electron rose neptun,0.0472
7247,INEX_XER-130,stem.trunc4,star trek capt,0.0384
7248,INEX_XER-130,conceptnet.topn3,star trek captains sun South Africa,0.0342
7249,INEX_XER-130,stem.trunc5,star trek capta,0.0091
7250,INEX_XER-130,bt_nllb_arabic,Captain Star Trek you know what,0.0083
7251,INEX_XER-130,wordnet.topn3.replace,champion ace trek maitre d hotel police chief sea captain,0.0045
7252,INEX_XER-130,anchor.topn3.replace,relka horua triudom roykirk chess star kolrami captains,0.0028
7253,INEX_XER-130,sensedisambiguation.replace,star topology trek master,0.0004
7254,INEX_XER-130,bertqe.topn10.bm25,game industri name rp electron,0.0
7255,INEX_XER-130,bertqe.topn10.qld,categori teleport transport fiction star,0.0
7256,INEX_XER-130,conceptnet.topn3.replace,sun South Africa captains,0.0
7257,INEX_XER-130,glove.topn3,star trek captains superstar journey http www nwguild org www slarmy org,0.0
7258,INEX_XER-130,glove.topn3.replace,superstar journey http www nwguild org www slarmy org,0.0
7259,INEX_XER-130,word2vec.topn3.replace,superstar pointed journey lieutenants,0.0
7260,INEX_XER-132,-1,living nordic classical composers,0.2602
7261,INEX_XER-132,bt_bing_german,Living Composers of Nordic Classical Music,0.2618
7262,INEX_XER-132,bt_bing_chinese_simplified,A living Nordic classical composer,0.2602
7263,INEX_XER-132,bt_bing_french,Living Nordic Classical Composers,0.2602
7264,INEX_XER-132,bt_bing_korean,Living Nordic classical composers,0.2602
7265,INEX_XER-132,bt_bing_malay,Live the Nordic classical composer,0.2602
7266,INEX_XER-132,bt_bing_persian,Live Nordic Classical Composers,0.2602
7267,INEX_XER-132,bt_bing_tamil,Living Nordic classical composers,0.2602
7268,INEX_XER-132,bt_nllb_chinese_yue,A living Nordic classical composer,0.2602
7269,INEX_XER-132,bt_nllb_french,Nordic classical composers living,0.2602
7270,INEX_XER-132,bt_nllb_german,living Nordic classical composers,0.2602
7271,INEX_XER-132,bt_nllb_russian,living Nordic classical composers,0.2602
